x,y,class
4.460375707895811,3.4726804834378675,0
3.3464403419533015,2.6821541825274373,0
2.590152409670829,3.021237122234731,0
4.342828720394203,3.8592287421045532,0
1.5053045088736976,2.594740505384487,0
1.8769631357151053,2.764763533250129,0
1.326575841298476,3.1706411979539206,0
2.7472091087333337,3.60234124921958,0
3.399705968528963,3.8939732917982206,0
4.669217760972809,3.0954275563907405,0
2.447320840709548,3.246754580703485,0
3.3626102273716016,2.280335422489566,0
2.3905892060986647,3.784859285826073,0
2.3114653208030465,2.6570851170087555,0
2.8969571608769913,3.003654791407158,0
1.0563928120706947,2.187800065804572,0
3.397031110147004,3.055186100670013,0
2.356236736555915,3.170514434356479,0
4.160317738872182,2.99749628285316,0
3.476537902479204,1.6677186073819972,0
1.5045283022289804,2.741717078834629,0
5.556858269826953,1.6792324867309691,0
4.3966278064344735,3.2936955106312316,0
1.0597844620082002,1.963961599291149,0
4.939791672658814,2.777791121101355,0
4.389567932090721,2.4217385275820913,0
1.439782920637285,2.9347664274774354,0
3.0467971345720115,2.1414559354817433,0
-0.896197108197915,3.3038366792062255,0
1.9083293828932766,3.256405455144975,0
2.3760034272738393,2.473668430292627,0
1.393445656936657,2.394073003107744,0
5.403473101645304,3.360120020202388,0
1.9116026765771963,3.458422042256748,0
1.7539979048053393,3.4090335423565756,0
3.056979047945278,2.874148389483014,0
1.7639630219241331,2.230274170752071,0
2.5168188878011857,2.1152239084639928,0
3.6555836025937123,3.3396566469238125,0
3.8913007296269617,2.3088938540508535,0
3.3278961081176393,3.228658780204215,0
4.379919541999059,2.6637804861358734,0
4.088875380023939,3.309346315809546,0
3.0514720996766362,4.222779546425238,0
2.4757476533726517,3.5359402648412046,0
3.2067197808033767,1.920091270737491,0
4.050492107148125,2.751199050084261,0
2.5688758335930197,3.038924456244203,0
3.8405824429502347,3.3883746120660168,0
4.410204403824679,1.9671542601220096,0
5.555030672768219,2.6202281241847283,0
5.208137366764904,3.09830470856624,0
2.497453084592099,2.1630669796171436,0
1.635613925680525,1.8800677685216203,0
2.763792796230809,2.829874534290707,0
2.827714283682113,3.5475207355746776,0
1.497537420129433,3.533538086186249,0
1.5238202521041218,2.5264587263394214,0
2.030389722248149,2.621749961926557,0
2.524067077086644,4.41624283099508,0
3.6623068114126776,3.0413783405489423,0
2.977357097940493,2.140032355759933,0
1.6845121230079385,3.471745479430697,0
4.462192348837428,1.6073914859528036,0
0.4973627146767048,3.360511657376829,0
3.9595025684032823,3.8119604201420003,0
1.8992528009398675,3.834377752688615,0
2.5425470111006603,3.4440464107042517,0
2.88183697772769,4.514521756889489,0
2.0318520410518515,2.9397544377291878,0
3.9792454983755423,2.0047366146267387,0
3.20714956804848,1.8261834267504173,0
2.933912206431162,3.736996734849612,0
1.780318140027178,3.3984676750846003,0
1.9972795966912795,3.9543609890673768,0
3.0139240782021277,4.114093405707522,0
2.21382080899413,2.818234733830427,0
2.4135442015744397,3.120750553659569,0
4.265435276966345,3.021129665949048,0
2.268077324548503,3.2271564340566514,0
2.998670222453701,3.9239593303414093,0
1.929992158802061,2.634923863436417,0
3.1586636116632145,1.9190300379115883,0
2.520276580593921,2.685176648551664,0
2.420280664552812,1.430551987338098,0
5.054733823576482,4.328183549499666,0
4.372041244865806,2.624588574428344,0
1.3194756279151463,4.1819468899159835,0
2.5347576544775574,3.147255215676128,0
2.8798620126544447,4.4899897590355,0
2.7591452119758992,2.172692007469411,0
1.701145783711505,4.4608002390191945,0
3.330359413364825,2.1399203519207948,0
1.462299506286998,2.896767913963488,0
2.5703424091296885,2.2067496822677404,0
1.46657715236045,3.3833617582517475,0
1.9368989091248452,3.4080616055101194,0
4.520581664589857,3.2200433806040865,0
0.914253550493286,2.982437244217646,0
1.9117371734930362,3.0866762633494313,0
0.7738854049778432,2.140348494260166,0
1.233963511452034,2.527128105240433,0
2.4709931125599542,3.29629155245221,0
2.6145932766753224,4.035751674366456,0
1.98096749950851,3.85879396366224,0
2.595181006361464,3.0351896285870668,0
2.3638311809261796,3.2962579036989568,0
3.756528567495353,2.469921192842115,0
3.252487099726262,4.186288514191171,0
2.8665245585383268,3.336112185902569,0
3.4101996265289745,3.505112141456351,0
3.2937166530594126,2.353036175765483,0
4.055289458371271,1.7908790903802552,0
2.9689860831133394,2.7454953158625535,0
2.720004757880698,3.5801756762223036,0
1.2742678235843776,3.9597752456137707,0
4.957149997659623,3.476885913395493,0
4.587829292192598,4.4426961656019,0
1.320646924343444,2.469116225799596,0
3.520644232802596,3.8952180285530082,0
2.3219888229059933,3.6430901855697653,0
2.239227760739513,3.137261315790625,0
1.8834301422962823,3.559937837481699,0
6.464909588747962,2.942271253309499,0
5.041724175353393,2.957551521616718,0
4.269314371123379,3.529092406111201,0
2.844293600261158,3.676213995278006,0
2.8790582964258755,3.828536352329708,0
2.35829544823184,3.324024564299657,0
1.8848325988817909,2.034117029027118,0
3.0256590142040496,3.9377465193543095,0
5.646760166126846,1.4309954799141091,0
2.790103440395566,3.5931295489515342,0
2.9051527133321784,3.0401870402390405,0
2.5186817441291143,3.769682998607646,0
4.008755443559155,2.3049413222517754,0
2.3797408604043597,3.834668226150096,0
2.460229074478062,3.8264214839167785,0
3.2152584820854684,2.232682361899422,0
2.922338833325862,2.21030110500633,0
3.2362321424125096,2.356996545399562,0
2.353349063234031,4.107790992826828,0
0.5810894463958007,2.746840581478197,0
4.9486745255363935,2.866532567280068,0
1.9594608233801378,3.1641383738922264,0
3.3438580745743502,2.072920663805812,0
2.7598656422412082,3.629808192031232,0
3.786725974652269,3.1441611753468255,0
2.6230087060465506,3.0255251972005595,0
2.8010016166497014,1.971121005023005,0
3.085872908266515,2.2607734264178165,0
5.112721970998938,3.2513478798663353,0
2.3844877275789402,4.160180330450366,0
3.1161704404090105,3.8716867401450514,0
3.127558926888491,3.0159050584682787,0
